,constellation,signal_path,satellite_coverage_area_km,path_loss,losses,antenna_gain,eirp_dB,noise,received_power_dB,cnr,spectral_efficiency,channel_capacity,agg_capacity,capacity_per_single_satellite,capacity_per_area_mbps/sqkm,total_cost_ownership,cost_per_capacity,aluminium_oxide_emissions_t,sulphur_oxide_emissions_t,carbon_oxide_emissions_t,cfc_gases_emissions_t,particulate_matter_emissions_t,photochemical_oxidation_emissions_t,total_emissions_t
518,Kuiper,636.839998796349,157601.97775030902,173.49007198437005,16.03499498766399,38.49586799001099,68.49586799001099,-89.99782907027767,-96.0850994717918,-6.087270401514132,1.647211,411.80275,6588.844,6588.844,0.04180686114509804,1283598594.5447795,630417877.8472986,158.41,65.17643,54.36,86.7286,158.980878,6.313124,529.969032
519,Starlink,581.4207322124756,115254.2372881356,170.34648564430455,10.158577803840108,37.151247078071414,67.1512470780714,-89.99782907027767,-86.92596410066254,3.0718649696151346,1.647211,823.6055,13177.688,13177.688,0.11433582235294117,1078741771.2661448,362235950.4833238,24.4185,0.34185899999999997,171.90624,6.83718,24.5259414,12.246756816000003,240.276477216
520,OneWeb,1260.6642098002671,708333.3333333334,177.06866383807812,12.630979896151345,37.42750704676742,67.42750704676742,-89.99782907027767,-89.02317693845542,0.9746521318222534,1.647211,411.80275,6588.844,6588.844,0.009301897411764706,1486051013.1258996,162389142.83759755,0.00736,0.005152,1.85472,0.10304,0.0089792,0.134222848,2.113474048
521,Kuiper,629.0138857349409,157601.97775030902,173.38266998274048,18.66065545329821,45.439980651452856,75.43998065145286,-89.99782907027767,-91.060395553364,-1.0625664830863286,1.647211,411.80275,6588.844,6588.844,0.04180686114509804,1225326970.713067,601798749.1018887,158.41,65.17643,54.36,86.7286,158.980878,6.313124,529.969032
522,Starlink,568.7204632725047,115254.2372881356,170.1546524697191,5.75997716161017,34.38821984809732,64.38821984809732,-89.99782907027767,-89.21829540616743,0.7795336641102466,1.647211,823.6055,13177.688,13177.688,0.11433582235294117,1143770760.3506408,384072351.2767631,24.4185,0.34185899999999997,171.90624,6.83718,24.5259414,12.246756816000003,240.276477216
523,OneWeb,1272.9629946277907,708333.3333333334,177.15299094539478,16.7144888398086,39.0757593429322,69.0757593429322,-89.99782907027767,-97.6795192452799,-7.681690175002231,1.647211,411.80275,6588.844,6588.844,0.009301897411764706,1539174475.8291855,168194242.054754,0.00736,0.005152,1.85472,0.10304,0.0089792,0.134222848,2.113474048
524,Kuiper,632.8388819992666,157601.97775030902,173.4353284196477,16.923852255590916,43.47376033259476,73.47376033259476,-89.99782907027767,-84.70123376001335,5.296595310264323,1.647211,411.80275,6588.844,6588.844,0.04180686114509804,1078112255.0591142,529496715.56517255,158.41,65.17643,54.36,86.7286,158.980878,6.313124,529.969032
525,Starlink,576.674519727291,115254.2372881356,170.2752906219639,17.453614703800582,36.89842805663346,66.89842805663346,-89.99782907027767,-96.64372942126546,-6.645900350987787,1.647211,823.6055,13177.688,13177.688,0.11433582235294117,954754061.0222552,320601513.71192575,24.4185,0.34185899999999997,171.90624,6.83718,24.5259414,12.246756816000003,240.276477216
526,OneWeb,1265.5469127050683,708333.3333333334,177.10224034381736,18.90846258924906,35.89687015378293,65.89687015378293,-89.99782907027767,-102.04445917201868,-12.046630101741002,1.647211,411.80275,6588.844,6588.844,0.009301897411764706,1551330870.2775884,169522639.57074466,0.00736,0.005152,1.85472,0.10304,0.0089792,0.134222848,2.113474048
527,Kuiper,637.0358224505095,157601.97775030902,173.49274242148704,12.65186672865691,42.02742472224854,72.02742472224854,-89.99782907027767,-73.48510008747067,16.512728982807005,4.603122,1150.7805,18412.488,18412.488,0.11682904150588237,1208332137.972463,212364716.73349574,158.41,65.17643,54.36,86.7286,158.980878,6.313124,529.969032
528,Starlink,570.8876440428672,115254.2372881356,170.18768823973858,14.13775638191757,34.677562241080516,64.67756224108052,-89.99782907027767,-87.44962491318594,2.5482041570917318,1.647211,823.6055,13177.688,13177.688,0.11433582235294117,1121002320.2386186,376426825.93910915,24.4185,0.34185899999999997,171.90624,6.83718,24.5259414,12.246756816000003,240.276477216
529,OneWeb,1269.5475526534497,708333.3333333334,177.12965482212408,13.18771689813342,42.03983396870161,72.0398339687016,-89.99782907027767,-94.27700404096827,-4.27917497069059,1.647211,411.80275,6588.844,6588.844,0.009301897411764706,1500836270.082151,164004810.9287682,0.00736,0.005152,1.85472,0.10304,0.0089792,0.134222848,2.113474048
530,Kuiper,635.6644186428417,157601.97775030902,173.47402337620883,20.14633737272758,40.43108018611971,70.43108018611971,-89.99782907027767,-93.81464772256027,-3.816818652282592,1.647211,411.80275,6588.844,6588.844,0.04180686114509804,1187338257.4033172,583141230.9894018,158.41,65.17643,54.36,86.7286,158.980878,6.313124,529.969032
531,Starlink,577.0505327588875,115254.2372881356,170.2809522964285,7.306945565066844,42.68311174142851,72.68311174142852,-89.99782907027767,-76.01619412291365,13.981634947364029,3.841226,1920.613,30729.808,30729.807999999997,0.26662627529411764,1112068244.1551313,160134485.0702112,24.4185,0.34185899999999997,171.90624,6.83718,24.5259414,12.246756816000003,240.276477216
532,OneWeb,1266.1976903120858,708333.3333333334,177.1067057096101,19.91629243585238,39.65853708153184,69.65853708153185,-89.99782907027767,-96.88218084006716,-6.88435176978949,1.647211,411.80275,6588.844,6588.844,0.009301897411764706,1498060091.8342307,163701442.3350509,0.00736,0.005152,1.85472,0.10304,0.0089792,0.134222848,2.113474048
533,Kuiper,635.5510704958748,157601.97775030902,173.47247441858207,15.69519730884712,44.21668631596357,74.21668631596357,-89.99782907027767,-88.79357625604436,1.204252814233314,1.647211,411.80275,6588.844,6588.844,0.04180686114509804,1191512384.772541,585191283.4973696,158.41,65.17643,54.36,86.7286,158.980878,6.313124,529.969032
534,Starlink,577.1619174077246,115254.2372881356,170.28262872042757,12.541381388915978,20.89171119294582,50.89171119294582,-89.99782907027767,-89.96007843746239,0.03775063281528901,1.647211,823.6055,13177.688,13177.688,0.11433582235294117,1100075107.2336094,369399575.21446264,24.4185,0.34185899999999997,171.90624,6.83718,24.5259414,12.246756816000003,240.276477216
535,OneWeb,1269.7012247290036,708333.3333333334,177.13070613994623,24.025747985567765,32.85287062204851,62.85287062204851,-89.99782907027767,-120.57127301973244,-30.57344394945477,1.647211,411.80275,6588.844,6588.844,0.009301897411764706,1558195084.3674965,170272730.80749786,0.00736,0.005152,1.85472,0.10304,0.0089792,0.134222848,2.113474048
536,Kuiper,643.0456333756214,157601.97775030902,173.57430119692884,20.478333651905555,43.45946820375754,73.45946820375754,-89.99782907027767,-100.73992556775049,-10.742096497472815,1.647211,411.80275,6588.844,6588.844,0.04180686114509804,1247023031.487689,612454404.7323265,158.41,65.17643,54.36,86.7286,158.980878,6.313124,529.969032
537,Starlink,575.7006775796946,115254.2372881356,170.26061018198183,6.207998072233058,37.31945670148154,67.31945670148154,-89.99782907027767,-77.87572371491224,12.122105355365434,3.291954,1645.977,26335.632,26335.632,0.22850033647058823,913292717.2872092,153454463.29125118,24.4185,0.34185899999999997,171.90624,6.83718,24.5259414,12.246756816000003,240.276477216
538,OneWeb,1274.2738548374696,708333.3333333334,177.1619308194488,15.599471711880684,39.97767273385301,69.97767273385301,-89.99782907027767,-91.6122876676258,-1.6144585973481185,1.647211,411.80275,6588.844,6588.844,0.009301897411764706,1537573819.8666599,168019329.385245,0.00736,0.005152,1.85472,0.10304,0.0089792,0.134222848,2.113474048
539,Kuiper,631.5206919216628,157601.97775030902,173.4172170249007,14.892822949048718,42.46932064917297,72.46932064917297,-89.99782907027767,-85.52367635315763,4.474152717120049,1.647211,411.80275,6588.844,6588.844,0.04180686114509804,1145040662.6029365,562367478.146865,158.41,65.17643,54.36,86.7286,158.980878,6.313124,529.969032
540,Starlink,564.8725134655618,115254.2372881356,170.0956842220754,11.427143607117673,38.684998197586815,68.68499819758682,-89.99782907027767,-77.81645179428365,12.181377275994024,3.510192,1755.096,28081.536,28081.536,0.24364862117647057,1041865527.0183705,164173888.38902152,24.4185,0.34185899999999997,171.90624,6.83718,24.5259414,12.246756816000003,240.276477216
541,OneWeb,1276.2385233674756,708333.3333333334,177.1753123638525,17.067114803838713,27.14405143510424,57.144051435104245,-89.99782907027767,-106.26736600801667,-16.26953693773899,1.647211,411.80275,6588.844,6588.844,0.009301897411764706,1561908473.2428007,170678513.6717179,0.00736,0.005152,1.85472,0.10304,0.0089792,0.134222848,2.113474048
542,Kuiper,647.1321426218647,157601.97775030902,173.62932475665332,11.31693845466538,44.82035115295864,74.82035115295864,-89.99782907027767,-78.32261386511331,11.675215205164363,2.856231,714.05775,11424.924,11424.924,0.07249226287058824,1151012169.7419193,326013142.9569992,158.41,65.17643,54.36,86.7286,158.980878,6.313124,529.969032
543,Starlink,564.3548119408189,115254.2372881356,170.08772001758825,7.6412740561281005,35.44336449173456,65.44336449173457,-89.99782907027767,-83.1563405931965,6.841488477081171,2.10485,1052.425,16838.8,16838.8,0.14610135294117646,1145857063.5137057,301115133.26651233,24.4185,0.34185899999999997,171.90624,6.83718,24.5259414,12.246756816000003,240.276477216
544,OneWeb,1263.0904476903627,708333.3333333334,177.08536438455258,16.322464538306793,38.73973130819553,68.73973130819553,-89.99782907027767,-91.24893035965168,-1.2511012893740059,1.647211,411.80275,6588.844,6588.844,0.009301897411764706,1563627087.9690802,170866316.35803455,0.00736,0.005152,1.85472,0.10304,0.0089792,0.134222848,2.113474048
545,Kuiper,641.0188993483506,157601.97775030902,173.54688201001326,13.564798759913131,44.218818617686296,74.2188186176863,-89.99782907027767,-87.70628390920419,2.2915451610734863,1.647211,411.80275,6588.844,6588.844,0.04180686114509804,1271797433.4136581,624621935.8853537,158.41,65.17643,54.36,86.7286,158.980878,6.313124,529.969032
546,Starlink,562.3482072283342,115254.2372881356,170.05678166868017,8.702554083945763,37.898519806364625,67.89851980636462,-89.99782907027767,-68.44334074845338,21.554488321824294,5.768987,2884.4935,46151.896,46151.896,0.4004355682352941,1022909157.8426054,98075559.52746835,24.4185,0.34185899999999997,171.90624,6.83718,24.5259414,12.246756816000003,240.276477216
547,OneWeb,1272.8041660585252,708333.3333333334,177.15190713293077,15.002352947636275,20.856579790276463,50.85657979027646,-89.99782907027767,-109.19418641636534,-19.196357346087666,1.647211,411.80275,6588.844,6588.844,0.009301897411764706,1620823249.8974113,177116462.29993245,0.00736,0.005152,1.85472,0.10304,0.0089792,0.134222848,2.113474048
548,Kuiper,622.7027917629299,157601.97775030902,173.29508158314863,11.477467608574162,45.04121251499797,75.04121251499797,-89.99782907027767,-79.69521703257037,10.302612037707306,2.745734,686.4335,10982.936,10982.936,0.06968780567843137,1210049907.4889743,356527753.65661067,158.41,65.17643,54.36,86.7286,158.980878,6.313124,529.969032
549,Starlink,575.7376516026144,115254.2372881356,170.2611680101071,7.757575510836633,30.98349228437657,60.98349228437657,-89.99782907027767,-88.98044230438794,1.0173867658897393,1.647211,823.6055,13177.688,13177.688,0.11433582235294117,981844311.4833388,329698280.7844421,24.4185,0.34185899999999997,171.90624,6.83718,24.5259414,12.246756816000003,240.276477216
550,OneWeb,1271.6069714329217,708333.3333333334,177.14373337435433,9.863050747227208,38.75531228927851,68.7553122892785,-89.99782907027767,-88.03681677165955,1.9610122986181295,1.647211,411.80275,6588.844,6588.844,0.009301897411764706,1504958852.4352193,164455308.66315213,0.00736,0.005152,1.85472,0.10304,0.0089792,0.134222848,2.113474048
551,Kuiper,634.5997685830005,157601.97775030902,173.4594635150392,23.194302267377974,43.78228125586202,73.78228125586202,-89.99782907027767,-88.63729665986979,1.3605324104078846,1.647211,411.80275,6588.844,6588.844,0.04180686114509804,1189125889.6997538,584019196.5492586,158.41,65.17643,54.36,86.7286,158.980878,6.313124,529.969032
552,Starlink,573.2184623113349,115254.2372881356,170.22307876534342,14.442209587144594,33.601864410881895,63.601864410881895,-89.99782907027767,-96.18179493202028,-6.183965861742607,1.647211,823.6055,13177.688,13177.688,0.11433582235294117,1042982909.536121,350228308.2356583,24.4185,0.34185899999999997,171.90624,6.83718,24.5259414,12.246756816000003,240.276477216
553,OneWeb,1266.3491110643865,708333.3333333334,177.1077443666827,14.463441347105016,41.18725940715423,71.18725940715423,-89.99782907027767,-93.23016317939046,-3.2323341091127844,1.647211,411.80275,6588.844,6588.844,0.009301897411764706,1496753543.9991565,163558668.5129277,0.00736,0.005152,1.85472,0.10304,0.0089792,0.134222848,2.113474048
554,Kuiper,641.9628361359511,157601.97775030902,173.5596630684704,15.761067753401338,42.36836366480298,72.36836366480298,-89.99782907027767,-78.92093123928879,11.076897830988884,2.856231,714.05775,11424.924,11424.924,0.07249226287058824,1226303401.089815,347338661.15228784,158.41,65.17643,54.36,86.7286,158.980878,6.313124,529.969032
555,Starlink,573.7072899759376,115254.2372881356,170.2304827379945,13.714664571866194,37.307759595869896,67.3077595958699,-89.99782907027767,-87.154323989728,2.8435050805496758,1.647211,823.6055,13177.688,13177.688,0.11433582235294117,922601572.2653545,309804873.0000433,24.4185,0.34185899999999997,171.90624,6.83718,24.5259414,12.246756816000003,240.276477216
556,OneWeb,1270.0208401678651,708333.3333333334,177.13289231977546,13.745780112097139,39.78245024353723,69.78245024353723,-89.99782907027767,-93.84754302392169,-3.849713953644013,1.647211,411.80275,6588.844,6588.844,0.009301897411764706,1533333432.0416582,167555958.38511184,0.00736,0.005152,1.85472,0.10304,0.0089792,0.134222848,2.113474048
557,Kuiper,636.3309703453517,157601.97775030902,173.4831265460929,18.463545015220546,40.374187313860126,70.37418731386012,-89.99782907027767,-84.1710983498431,5.826730720434568,1.647211,411.80275,6588.844,6588.844,0.04180686114509804,1208458613.7405505,593514139.0605729,158.41,65.17643,54.36,86.7286,158.980878,6.313124,529.969032
558,Starlink,564.0468197662098,115254.2372881356,170.08297846805814,2.787829571551213,37.30500416412555,67.30500416412555,-89.99782907027767,-76.31187572757469,13.685953342702987,3.620536,1810.268,28964.288,28964.288,0.25130779294117644,1069190768.9667337,163344914.6990182,24.4185,0.34185899999999997,171.90624,6.83718,24.5259414,12.246756816000003,240.276477216
559,OneWeb,1268.8390131218139,708333.3333333334,177.12480583943545,19.33198785807379,37.2838602365323,67.28386023653229,-89.99782907027767,-93.21831515663094,-3.2204860863532616,1.647211,411.80275,6588.844,6588.844,0.009301897411764706,1457681931.9625196,159289093.96140113,0.00736,0.005152,1.85472,0.10304,0.0089792,0.134222848,2.113474048
560,Kuiper,632.7266306747241,157601.97775030902,173.43378760240324,20.45936615141907,42.464933078957294,72.4649330789573,-89.99782907027767,-87.89066420812946,2.1071648621482097,1.647211,411.80275,6588.844,6588.844,0.04180686114509804,1101979863.6556177,541218890.4137932,158.41,65.17643,54.36,86.7286,158.980878,6.313124,529.969032
561,Starlink,566.0983412633217,115254.2372881356,170.11451301680972,12.020049784299607,40.17199362136541,70.1719936213654,-89.99782907027767,-85.3970774110588,4.600751659218872,1.647211,823.6055,13177.688,13177.688,0.11433582235294117,1059787200.5427755,355871102.9128768,24.4185,0.34185899999999997,171.90624,6.83718,24.5259414,12.246756816000003,240.276477216
562,OneWeb,1260.0128146484633,708333.3333333334,177.06417461034198,15.659002355275037,34.847085965463705,64.8470859654637,-89.99782907027767,-104.9216073437839,-14.92377827350623,1.647211,411.80275,6588.844,6588.844,0.009301897411764706,1542008540.397687,168503936.2119265,0.00736,0.005152,1.85472,0.10304,0.0089792,0.134222848,2.113474048
563,Kuiper,632.3502136246019,157601.97775030902,173.42861871948952,19.009122051432513,42.11818801707939,72.11818801707939,-89.99782907027767,-85.33334195275523,4.664487117522441,1.647211,411.80275,6588.844,6588.844,0.04180686114509804,1145810395.486906,562745519.5168724,158.41,65.17643,54.36,86.7286,158.980878,6.313124,529.969032
564,Starlink,570.418149292723,115254.2372881356,170.18054207470811,13.304343727098736,31.6876937661428,61.6876937661428,-89.99782907027767,-91.99515889003933,-1.99732981976166,1.647211,823.6055,13177.688,13177.688,0.11433582235294117,1049279793.3830492,352342769.51465183,24.4185,0.34185899999999997,171.90624,6.83718,24.5259414,12.246756816000003,240.276477216
565,OneWeb,1266.4436356662732,708333.3333333334,177.1083926869782,13.555464370386751,34.14562243553554,64.14562243553554,-89.99782907027767,-97.99703099672729,-7.999201926449615,1.647211,411.80275,6588.844,6588.844,0.009301897411764706,1613182694.8643646,176281535.92683977,0.00736,0.005152,1.85472,0.10304,0.0089792,0.134222848,2.113474048
566,Kuiper,634.1686665199227,157601.97775030902,173.4535609327002,19.956595756095908,40.06405615307392,70.06405615307392,-89.99782907027767,-86.3278546362977,3.6699744339799736,1.647211,411.80275,6588.844,6588.844,0.04180686114509804,1340570718.8325262,658398779.2307808,158.41,65.17643,54.36,86.7286,158.980878,6.313124,529.969032
567,Starlink,575.1898597094821,115254.2372881356,170.2528997912245,9.002769437710953,36.669284757441254,66.66928475744126,-89.99782907027767,-87.69614847992936,2.3016805903483117,1.647211,823.6055,13177.688,13177.688,0.11433582235294117,1101191635.6566408,369774499.72868043,24.4185,0.34185899999999997,171.90624,6.83718,24.5259414,12.246756816000003,240.276477216
568,OneWeb,1264.5165733679194,708333.3333333334,177.09516588580374,14.792724361961834,38.87455322566829,68.8745532256683,-89.99782907027767,-94.48506708029781,-4.4872380100201354,1.647211,411.80275,6588.844,6588.844,0.009301897411764706,1532034705.044691,167414039.1899061,0.00736,0.005152,1.85472,0.10304,0.0089792,0.134222848,2.113474048
569,Kuiper,635.348276718687,157601.97775030902,173.4697024533765,13.582105682771175,41.96758301713932,71.96758301713932,-89.99782907027767,-93.00793303780256,-3.010103967524884,1.647211,411.80275,6588.844,6588.844,0.04180686114509804,1352084670.1443784,664053662.9167739,158.41,65.17643,54.36,86.7286,158.980878,6.313124,529.969032
570,Starlink,564.285523601234,115254.2372881356,170.08665354699383,9.390801728525524,38.33650968289014,68.33650968289014,-89.99782907027767,-86.73900788736296,3.2588211829147156,1.647211,823.6055,13177.688,13177.688,0.11433582235294117,1119222754.8980272,375829257.0308062,24.4185,0.34185899999999997,171.90624,6.83718,24.5259414,12.246756816000003,240.276477216
571,OneWeb,1257.1804811935294,708333.3333333334,177.04462796182628,18.464991874968778,36.05127943617755,66.05127943617755,-89.99782907027767,-104.26820172384944,-14.27037265357177,1.647211,411.80275,6588.844,6588.844,0.009301897411764706,1584309860.723882,173126439.13275152,0.00736,0.005152,1.85472,0.10304,0.0089792,0.134222848,2.113474048
572,Kuiper,642.2363638048441,157601.97775030902,173.5633631660031,10.913404838193822,36.61189248378639,66.61189248378639,-89.99782907027767,-81.6918467858863,8.305982284391376,2.370043,592.51075,9480.172,9480.172,0.06015262076862746,1122294864.500713,383088638.21503526,158.41,65.17643,54.36,86.7286,158.980878,6.313124,529.969032
573,Starlink,570.8838076954144,115254.2372881356,170.18762987077545,14.468901265474615,37.23500723792516,67.23500723792516,-89.99782907027767,-82.02419671979978,7.973632350477899,2.370043,1185.0215,18960.344,18960.344,0.16450886705882353,1013776336.1785098,236596988.30305538,24.4185,0.34185899999999997,171.90624,6.83718,24.5259414,12.246756816000003,240.276477216
574,OneWeb,1267.4085758137248,708333.3333333334,177.1150081982475,12.590865107640628,39.575113673419466,69.57511367341947,-89.99782907027767,-86.58324322077029,3.4145858495073895,1.647211,411.80275,6588.844,6588.844,0.009301897411764706,1553813766.3387861,169793959.57225972,0.00736,0.005152,1.85472,0.10304,0.0089792,0.134222848,2.113474048
575,Kuiper,631.706210742342,157601.97775030902,173.41976826256513,15.282934259747103,43.59192332399594,73.59192332399594,-89.99782907027767,-89.1237150484398,0.8741140218378689,1.647211,411.80275,6588.844,6588.844,0.04180686114509804,1249573641.3671331,613707093.9096514,158.41,65.17643,54.36,86.7286,158.980878,6.313124,529.969032
576,Starlink,572.5495847136183,115254.2372881356,170.21293744977504,2.0558495365151574,37.533087523906666,67.53308752390666,-89.99782907027767,-73.65483470943833,16.34299436083934,4.603122,2301.561,36824.976,36824.976,0.3195108211764706,1049201297.8993927,126075187.21002866,24.4185,0.34185899999999997,171.90624,6.83718,24.5259414,12.246756816000003,240.276477216
577,OneWeb,1262.449537293137,708333.3333333334,177.0809559197682,16.69914262531402,37.958647432469775,67.95864743246977,-89.99782907027767,-96.44377682346581,-6.445947753188136,1.647211,411.80275,6588.844,6588.844,0.009301897411764706,1457382061.578362,159256325.43985268,0.00736,0.005152,1.85472,0.10304,0.0089792,0.134222848,2.113474048
578,Kuiper,639.2133641355123,157601.97775030902,173.52238225253785,15.639311404270343,44.25242888213183,74.25242888213182,-89.99782907027767,-84.16705516416889,5.830773906108789,1.647211,411.80275,6588.844,6588.844,0.04180686114509804,1202417341.2467186,590547069.6034663,158.41,65.17643,54.36,86.7286,158.980878,6.313124,529.969032
579,Starlink,571.9791412320518,115254.2372881356,170.2042791970407,11.586249766602627,35.8756864906354,65.8756864906354,-89.99782907027767,-84.66119397728897,5.3366350929887005,1.647211,823.6055,13177.688,13177.688,0.11433582235294117,1037598221.3214462,348420157.5684141,24.4185,0.34185899999999997,171.90624,6.83718,24.5259414,12.246756816000003,240.276477216
580,OneWeb,1265.0179059791328,708333.3333333334,177.0986088273611,13.158287511786897,37.61484857214937,67.61484857214937,-89.99782907027767,-92.12094692144666,-2.1231178511689848,1.647211,411.80275,6588.844,6588.844,0.009301897411764706,1625717478.525236,177651282.15786713,0.00736,0.005152,1.85472,0.10304,0.0089792,0.134222848,2.113474048
581,Kuiper,628.0819278225515,157601.97775030902,173.36979127456243,20.07179484946432,42.82129193265959,72.82129193265959,-89.99782907027767,-90.66402423238733,-0.6661951621096591,1.647211,411.80275,6588.844,6588.844,0.04180686114509804,1236223816.643103,607150551.8505342,158.41,65.17643,54.36,86.7286,158.980878,6.313124,529.969032
582,Starlink,577.276732742758,115254.2372881356,170.2843564404018,8.547574685015842,30.803388003645487,60.80338800364549,-89.99782907027767,-88.83695483950531,1.1608742307723645,1.647211,823.6055,13177.688,13177.688,0.11433582235294117,1140497258.0910237,382973126.01821953,24.4185,0.34185899999999997,171.90624,6.83718,24.5259414,12.246756816000003,240.276477216
583,OneWeb,1270.3111693629621,708333.3333333334,177.13487770364696,12.795897937881746,38.67987482893194,68.67987482893194,-89.99782907027767,-98.44811410814363,-8.450285037865953,1.647211,411.80275,6588.844,6588.844,0.009301897411764706,1495855970.5942168,163460585.62440333,0.00736,0.005152,1.85472,0.10304,0.0089792,0.134222848,2.113474048
584,Kuiper,635.0093621641073,157601.97775030902,173.46506789319744,16.98752087315792,40.76979731011208,70.76979731011208,-89.99782907027767,-86.3162211213188,3.6816079489588702,1.647211,411.80275,6588.844,6588.844,0.04180686114509804,1128237967.2030346,554115116.6834456,158.41,65.17643,54.36,86.7286,158.980878,6.313124,529.969032
585,Starlink,572.3815485893062,115254.2372881356,170.2103878759873,8.625512091244932,39.55463393081304,69.55463393081304,-89.99782907027767,-87.30577394727582,2.6920551230018503,1.647211,823.6055,13177.688,13177.688,0.11433582235294117,1112112193.0017107,373441566.83877856,24.4185,0.34185899999999997,171.90624,6.83718,24.5259414,12.246756816000003,240.276477216
586,OneWeb,1266.7844092522655,708333.3333333334,177.11072956427006,15.332958170686839,37.68785783450117,67.68785783450117,-89.99782907027767,-93.14335021112788,-3.1455211408502066,1.647211,411.80275,6588.844,6588.844,0.009301897411764706,1453461933.4005039,158827951.01058134,0.00736,0.005152,1.85472,0.10304,0.0089792,0.134222848,2.113474048
587,Kuiper,632.1852687743791,157601.97775030902,173.42635276045024,13.905797039761662,39.343192579901505,69.34319257990151,-89.99782907027767,-82.03436541470526,7.963463655572411,2.370043,592.51075,9480.172,9480.172,0.06015262076862746,1276962824.0346844,435883620.9486746,158.41,65.17643,54.36,86.7286,158.980878,6.313124,529.969032
588,Starlink,565.9858041012478,115254.2372881356,170.11278613930745,11.650919933033482,32.18656271183627,62.18656271183627,-89.99782907027767,-91.05428363079453,-1.0564545605168547,1.647211,823.6055,13177.688,13177.688,0.11433582235294117,1130124876.2066927,379490133.4144969,24.4185,0.34185899999999997,171.90624,6.83718,24.5259414,12.246756816000003,240.276477216
589,OneWeb,1273.4118132347257,708333.3333333334,177.1560528583579,13.282696052086447,38.06245011078341,68.0624501107834,-89.99782907027767,-88.07184997818227,1.9259790920954032,1.647211,411.80275,6588.844,6588.844,0.009301897411764706,1514205394.4516394,165465730.25635156,0.00736,0.005152,1.85472,0.10304,0.0089792,0.134222848,2.113474048
590,Kuiper,632.460008781765,157601.97775030902,173.43012672218646,15.429672902034714,41.79630593349933,71.79630593349933,-89.99782907027767,-92.76274575725188,-2.7649166869742032,1.647211,411.80275,6588.844,6588.844,0.04180686114509804,1211254360.9562802,594887223.3208925,158.41,65.17643,54.36,86.7286,158.980878,6.313124,529.969032
591,Starlink,563.8597937841994,115254.2372881356,170.08009793337598,5.751371247166261,33.71363575858985,63.71363575858985,-89.99782907027767,-85.21101284125271,4.786816229024964,1.647211,823.6055,13177.688,13177.688,0.11433582235294117,984965454.1460533,330746344.47228426,24.4185,0.34185899999999997,171.90624,6.83718,24.5259414,12.246756816000003,240.276477216
592,OneWeb,1273.6723518051213,708333.3333333334,177.15782979951433,18.378173135668774,39.95829106021943,69.95829106021944,-89.99782907027767,-96.28712929203182,-6.2893002217541465,1.647211,411.80275,6588.844,6588.844,0.009301897411764706,1509195332.2991552,164918252.61842468,0.00736,0.005152,1.85472,0.10304,0.0089792,0.134222848,2.113474048
593,Kuiper,643.5378773574872,157601.97775030902,173.58094760125675,18.83414400188834,41.66910304666568,71.66910304666568,-89.99782907027767,-95.36101602103912,-5.363186950761445,1.647211,411.80275,6588.844,6588.844,0.04180686114509804,1294459013.9227543,635751790.3070756,158.41,65.17643,54.36,86.7286,158.980878,6.313124,529.969032
594,Starlink,574.1938220864708,115254.2372881356,170.2378456796667,9.108368717765833,32.19325602231142,62.19325602231142,-89.99782907027767,-86.72257507897667,3.2752539913009997,1.647211,823.6055,13177.688,13177.688,0.11433582235294117,1025892484.2022959,344489431.1198717,24.4185,0.34185899999999997,171.90624,6.83718,24.5259414,12.246756816000003,240.276477216
595,OneWeb,1257.331730473905,708333.3333333334,177.04567288394637,17.05009506087515,33.747822559392546,63.747822559392546,-89.99782907027767,-95.61454173571744,-5.616712665439763,1.647211,411.80275,6588.844,6588.844,0.009301897411764706,1525645217.9842918,166715824.04268336,0.00736,0.005152,1.85472,0.10304,0.0089792,0.134222848,2.113474048
596,Kuiper,632.3834627563614,157601.97775030902,173.42907541366574,15.64734836866156,43.82851991322089,73.82851991322089,-89.99782907027767,-83.1175898511379,6.880239219139781,2.10485,526.2125,8419.4,8419.4,0.05342191843137255,1198655720.0645602,460703839.9564003,158.41,65.17643,54.36,86.7286,158.980878,6.313124,529.969032
597,Starlink,572.0602804145803,115254.2372881356,170.20551126306583,8.26735270244427,36.96397008865184,66.96397008865185,-89.99782907027767,-72.99922316681504,16.998605903462632,4.735354,2367.677,37882.832,37882.832,0.32868927764705885,844101678.0088949,98597431.28996691,24.4185,0.34185899999999997,171.90624,6.83718,24.5259414,12.246756816000003,240.276477216
598,OneWeb,1269.335846851666,708333.3333333334,177.12820626938748,15.516920612873223,31.7365645901193,61.7365645901193,-89.99782907027767,-102.36008702773074,-12.362257957453068,1.647211,411.80275,6588.844,6588.844,0.009301897411764706,1483473474.138415,162107480.6718233,0.00736,0.005152,1.85472,0.10304,0.0089792,0.134222848,2.113474048
599,Kuiper,636.6969079764654,157601.97775030902,173.4881201428645,9.520929165573095,44.962638554857826,74.96263855485782,-89.99782907027767,-78.47443894071058,11.52339012956709,2.856231,714.05775,11424.924,11424.924,0.07249226287058824,1257829492.5219784,356268123.7793023,158.41,65.17643,54.36,86.7286,158.980878,6.313124,529.969032
