,constellation,signal_path,satellite_coverage_area_km,path_loss,losses,antenna_gain,eirp_dB,noise,received_power_dB,cnr,spectral_efficiency,channel_capacity,agg_capacity,capacity_per_single_satellite,capacity_per_area_mbps/sqkm,total_cost_ownership,cost_per_capacity,aluminium_oxide_emissions_t,sulphur_oxide_emissions_t,carbon_oxide_emissions_t,cfc_gases_emissions_t,particulate_matter_emissions_t,photochemical_oxidation_emissions_t,total_emissions_t
1168,OneWeb,1255.728709193976,708333.3333333334,177.0345918390521,16.114994810085122,38.69454255422701,68.69454255422701,-89.99782907027767,-96.58791548302342,-6.590086412745748,1.647211,411.80275,6588.844,6588.844,0.009301897411764706,1533711348.3085864,167597255.41873235,0.00736,0.005152,1.85472,0.10304,0.0089792,0.134222848,2.113474048
1169,Kuiper,639.682261820598,157601.97775030902,173.52875148803307,13.240095854190866,44.40590074127863,74.40590074127863,-89.99782907027767,-84.17831351428097,5.819515555996702,1.647211,411.80275,6588.844,6588.844,0.04180686114509804,1226107945.9687366,602182311.97382,158.41,65.17643,54.36,86.7286,158.980878,6.313124,529.969032
1170,Starlink,572.9586315637007,115254.2372881356,170.21914069809924,6.411571266277429,34.35468304509734,64.35468304509735,-89.99782907027767,-89.15432587941375,0.8435031908639274,1.647211,823.6055,13177.688,13177.688,0.11433582235294117,1068415166.7093747,358768329.67125815,24.4185,0.34185899999999997,171.90624,6.83718,24.5259414,12.246756816000003,240.276477216
1171,OneWeb,1267.9023702729776,708333.3333333334,177.11839164453295,21.97973973402281,37.48265301219368,67.48265301219368,-89.99782907027767,-103.6130241546031,-13.615195084325421,1.647211,411.80275,6588.844,6588.844,0.009301897411764706,1434936665.0893753,156803590.86728266,0.00736,0.005152,1.85472,0.10304,0.0089792,0.134222848,2.113474048
1172,Kuiper,639.0481880776196,157601.97775030902,173.52013748356154,15.268041145138417,43.78018819290567,73.78018819290567,-89.99782907027767,-82.52803212840035,7.46979694187732,2.10485,526.2125,8419.4,8419.4,0.05342191843137255,1166831941.8457222,448472357.1528562,158.41,65.17643,54.36,86.7286,158.980878,6.313124,529.969032
1173,Starlink,561.9771793996441,115254.2372881356,170.0510489744015,11.68945749628039,36.94131345586611,66.94131345586611,-89.99782907027767,-86.92448613276787,3.073342937509807,1.647211,823.6055,13177.688,13177.688,0.11433582235294117,1153277125.2634478,387264539.8260117,24.4185,0.34185899999999997,171.90624,6.83718,24.5259414,12.246756816000003,240.276477216
1174,OneWeb,1262.9385811759998,708333.3333333334,177.08431998190042,19.999237941916324,24.133247096145915,54.133247096145915,-89.99782907027767,-118.00619671787454,-28.00836764759687,1.647211,411.80275,6588.844,6588.844,0.009301897411764706,1453536880.3254461,158836140.88212156,0.00736,0.005152,1.85472,0.10304,0.0089792,0.134222848,2.113474048
1175,Kuiper,640.2529374498253,157601.97775030902,173.53649692054535,12.129372325244502,41.26194923682961,71.26194923682961,-89.99782907027767,-83.98779915293163,6.010029917346046,1.972253,493.06325,7889.012,7889.012,0.05005655457254902,1206664323.4992092,494962582.2401387,158.41,65.17643,54.36,86.7286,158.980878,6.313124,529.969032
1176,Starlink,574.8892266698723,115254.2372881356,170.24835877220204,13.663671554805903,40.671600890342575,70.67160089034257,-89.99782907027767,-81.85666596629723,8.141163103980446,2.370043,1185.0215,18960.344,18960.344,0.16450886705882353,1030801280.9210013,240570301.26011586,24.4185,0.34185899999999997,171.90624,6.83718,24.5259414,12.246756816000003,240.276477216
1177,OneWeb,1266.9865012507616,708333.3333333334,177.11211512661367,18.681664052256888,38.17503847208792,68.17503847208792,-89.99782907027767,-93.70765190424487,-3.709822833967195,1.647211,411.80275,6588.844,6588.844,0.009301897411764706,1469688732.0468361,160601144.46080709,0.00736,0.005152,1.85472,0.10304,0.0089792,0.134222848,2.113474048
1178,Kuiper,636.3892196701834,157601.97775030902,173.48392161043137,11.067999629875331,41.813897601428906,71.8138976014289,-89.99782907027767,-83.47202397939398,6.5258050908836935,1.972253,493.06325,7889.012,7889.012,0.05005655457254902,1256160474.74498,515265447.21629983,158.41,65.17643,54.36,86.7286,158.980878,6.313124,529.969032
1179,Starlink,571.1942849610729,115254.2372881356,170.19235243965858,5.098851885602422,37.280706624332026,67.28070662433203,-89.99782907027767,-77.19408959736616,12.803739472911516,3.510192,1755.096,28081.536,28081.536,0.24364862117647057,1080798084.2147794,170308758.13382852,24.4185,0.34185899999999997,171.90624,6.83718,24.5259414,12.246756816000003,240.276477216
1180,OneWeb,1263.5288757529586,708333.3333333334,177.08837879830537,19.36137595473185,41.096655925324235,71.09665592532423,-89.99782907027767,-86.87600209230804,3.121826977969633,1.647211,411.80275,6588.844,6588.844,0.009301897411764706,1576238050.952354,172244387.1315962,0.00736,0.005152,1.85472,0.10304,0.0089792,0.134222848,2.113474048
1181,Kuiper,638.7606598815773,157601.97775030902,173.51622854477313,15.149190925470847,40.185128692866925,70.18512869286693,-89.99782907027767,-76.73169318997351,13.266135880304162,3.620536,905.134,14482.144,14482.144,0.09189062349803923,1367164659.8697052,305489631.8762171,158.41,65.17643,54.36,86.7286,158.980878,6.313124,529.969032
1182,Starlink,566.8651401730755,115254.2372881356,170.1262703803868,12.471715271760651,39.993169511638385,69.99316951163838,-89.99782907027767,-83.06001457133888,6.937814498938792,2.10485,1052.425,16838.8,16838.8,0.14610135294117646,1017944553.2724159,267501523.16260308,24.4185,0.34185899999999997,171.90624,6.83718,24.5259414,12.246756816000003,240.276477216
1183,OneWeb,1260.8227704892136,708333.3333333334,177.06975624151363,15.313910127727949,31.76633601427534,61.76633601427534,-89.99782907027767,-100.83900585607351,-10.841176785795838,1.647211,411.80275,6588.844,6588.844,0.009301897411764706,1445602518.7645035,157969108.6191208,0.00736,0.005152,1.85472,0.10304,0.0089792,0.134222848,2.113474048
1184,Kuiper,625.4870644866429,157601.97775030902,173.33383197932056,8.09614815697461,43.24387304688568,73.24387304688568,-89.99782907027767,-83.27970965643804,6.718119413839631,1.972253,493.06325,7889.012,7889.012,0.05005655457254902,1112607408.7676024,456381302.85160697,158.41,65.17643,54.36,86.7286,158.980878,6.313124,529.969032
1185,Starlink,578.726521042443,115254.2372881356,170.30614307074686,14.064448015054932,37.898394973156144,67.89839497315614,-89.99782907027767,-83.13414157211103,6.863687498166641,2.10485,1052.425,16838.8,16838.8,0.14610135294117646,1106550091.1713545,290785813.32596403,24.4185,0.34185899999999997,171.90624,6.83718,24.5259414,12.246756816000003,240.276477216
1186,OneWeb,1262.392655398161,708333.3333333334,177.08056455283867,20.21416259519501,34.10692322796762,64.10692322796763,-89.99782907027767,-96.77155274322733,-6.773723672949657,1.647211,411.80275,6588.844,6588.844,0.009301897411764706,1438302082.8805256,157171348.97623596,0.00736,0.005152,1.85472,0.10304,0.0089792,0.134222848,2.113474048
1187,Kuiper,633.7837147514699,157601.97775030902,173.44828684086474,16.433843973649875,45.66698585604743,75.66698585604743,-89.99782907027767,-72.45747999208807,17.540349078189607,4.735354,1183.8385,18941.416,18941.416,0.12018514152156864,1119190878.350993,191205434.8177461,158.41,65.17643,54.36,86.7286,158.980878,6.313124,529.969032
1188,Starlink,574.2442006998439,115254.2372881356,170.23860772879698,10.303076938506049,38.008179996557466,68.00817999655746,-89.99782907027767,-78.93154122261959,11.066287847658089,2.856231,1428.1155,22849.848,22849.848,0.19825603411764706,957602074.6996995,185444961.4083284,24.4185,0.34185899999999997,171.90624,6.83718,24.5259414,12.246756816000003,240.276477216
1189,OneWeb,1265.049054373354,708333.3333333334,177.09882269639752,14.895130460361527,39.061134048038205,69.06113404803821,-89.99782907027767,-87.04226738864553,2.9555616816321475,1.647211,411.80275,6588.844,6588.844,0.009301897411764706,1553639615.6572533,169774929.14891022,0.00736,0.005152,1.85472,0.10304,0.0089792,0.134222848,2.113474048
1190,Kuiper,623.655420309701,157601.97775030902,173.30835935186835,13.96643720853786,40.75366478388062,70.75366478388062,-89.99782907027767,-81.64444737936167,8.35338169091601,2.370043,592.51075,9480.172,9480.172,0.06015262076862746,1192255969.7738304,406969442.9793167,158.41,65.17643,54.36,86.7286,158.980878,6.313124,529.969032
1191,Starlink,565.1637392672253,115254.2372881356,170.1001611672943,7.982915313424713,38.691528498948415,68.69152849894841,-89.99782907027767,-86.09953373960779,3.8982953306698818,1.647211,823.6055,13177.688,13177.688,0.11433582235294117,950260246.1135362,319092513.7286903,24.4185,0.34185899999999997,171.90624,6.83718,24.5259414,12.246756816000003,240.276477216
1192,OneWeb,1263.797750656739,708333.3333333334,177.0902269311092,18.51366748641994,37.82971688954542,67.82971688954542,-89.99782907027767,-97.67361311523479,-7.675784044957112,1.647211,411.80275,6588.844,6588.844,0.009301897411764706,1570619531.8056564,171630419.97960076,0.00736,0.005152,1.85472,0.10304,0.0089792,0.134222848,2.113474048
1193,Kuiper,638.8792249536643,157601.97775030902,173.51784064699976,12.656596032226329,43.12942617913283,73.12942617913282,-89.99782907027767,-86.37018185921728,3.627647211060392,1.647211,411.80275,6588.844,6588.844,0.04180686114509804,1349591565.8686519,662829216.650289,158.41,65.17643,54.36,86.7286,158.980878,6.313124,529.969032
1194,Starlink,576.0586064353616,115254.2372881356,170.26600875906126,12.470695554878276,22.8369132174433,52.836913217443296,-89.99782907027767,-103.63175516341794,-13.63392609314026,1.647211,823.6055,13177.688,13177.688,0.11433582235294117,1065463117.5274566,357777046.7064477,24.4185,0.34185899999999997,171.90624,6.83718,24.5259414,12.246756816000003,240.276477216
1195,OneWeb,1262.8827949361234,708333.3333333334,177.08393630235895,16.960800659047038,37.84594871867946,67.84594871867947,-89.99782907027767,-97.9686596426163,-7.9708305723386275,1.647211,411.80275,6588.844,6588.844,0.009301897411764706,1449264665.3276744,158369291.9480148,0.00736,0.005152,1.85472,0.10304,0.0089792,0.134222848,2.113474048
1196,Kuiper,638.7649133367656,157601.97775030902,173.51628638329078,18.651740079918124,42.330199597184446,72.33019959718445,-89.99782907027767,-96.10938117456038,-6.111552104282708,1.647211,411.80275,6588.844,6588.844,0.04180686114509804,1224770576.592883,601525485.4803923,158.41,65.17643,54.36,86.7286,158.980878,6.313124,529.969032
1197,Starlink,571.4868188455833,115254.2372881356,170.19679972963678,7.181034159929129,32.84591113141915,62.84591113141915,-89.99782907027767,-85.72615942849278,4.2716696417848965,1.647211,823.6055,13177.688,13177.688,0.11433582235294117,1080256377.691826,362744547.5478195,24.4185,0.34185899999999997,171.90624,6.83718,24.5259414,12.246756816000003,240.276477216
1198,OneWeb,1256.8119351185162,708333.3333333334,177.04208129507833,17.043492303162004,33.644139372246165,63.644139372246165,-89.99782907027767,-99.50165586540217,-9.503826795124496,1.647211,411.80275,6588.844,6588.844,0.009301897411764706,1485181789.9584727,162294157.9387978,0.00736,0.005152,1.85472,0.10304,0.0089792,0.134222848,2.113474048
1199,Kuiper,635.9438010209604,157601.97775030902,173.47784009342314,16.269023138537733,44.10661287032637,74.10661287032637,-89.99782907027767,-81.31154292652477,8.686286143752909,2.524739,631.18475,10098.956,10098.956,0.0640788659137255,1353321936.8880754,433643813.0604601,158.41,65.17643,54.36,86.7286,158.980878,6.313124,529.969032
1200,Starlink,569.6860450798291,115254.2372881356,170.16938699369885,11.589094836340932,39.13287174595551,69.13287174595551,-89.99782907027767,-85.38670838956261,4.611120680715061,1.647211,823.6055,13177.688,13177.688,0.11433582235294117,933895524.0576946,313597324.04920334,24.4185,0.34185899999999997,171.90624,6.83718,24.5259414,12.246756816000003,240.276477216
1201,OneWeb,1264.5480247265386,708333.3333333334,177.09538192056752,15.5718414435249,40.325031280836356,70.32503128083636,-89.99782907027767,-100.35172632763549,-10.353897257357815,1.647211,411.80275,6588.844,6588.844,0.009301897411764706,1524508361.7412038,166591593.37414375,0.00736,0.005152,1.85472,0.10304,0.0089792,0.134222848,2.113474048
1202,Kuiper,644.4951350157528,157601.97775030902,173.59385819565284,19.097371316435826,39.16636567637091,69.1663656763709,-89.99782907027767,-88.54297740701229,1.4548516632653872,1.647211,411.80275,6588.844,6588.844,0.04180686114509804,1255096095.372027,616419354.3850604,158.41,65.17643,54.36,86.7286,158.980878,6.313124,529.969032
1203,Starlink,568.5566668881804,115254.2372881356,170.1521504984985,7.683501025202074,39.962055641266524,69.96205564126652,-89.99782907027767,-78.6090808988967,11.388748171380968,2.856231,1428.1155,22849.848,22849.848,0.19825603411764706,1055036120.0697343,204313605.55696362,24.4185,0.34185899999999997,171.90624,6.83718,24.5259414,12.246756816000003,240.276477216
1204,OneWeb,1258.781962509786,708333.3333333334,177.0556855927498,12.415483991752064,36.83677997811449,66.83677997811449,-89.99782907027767,-93.50949895782519,-3.5116698875475123,1.647211,411.80275,6588.844,6588.844,0.009301897411764706,1478846363.815703,161601850.33175868,0.00736,0.005152,1.85472,0.10304,0.0089792,0.134222848,2.113474048
1205,Kuiper,630.7714047079603,157601.97775030902,173.40690526464857,15.243633990237504,43.308380923598726,73.30838092359872,-89.99782907027767,-78.19376217963966,11.804066890638012,2.856231,714.05775,11424.924,11424.924,0.07249226287058824,1161158433.2126799,328886974.64212734,158.41,65.17643,54.36,86.7286,158.980878,6.313124,529.969032
1206,Starlink,562.1868497467558,115254.2372881356,170.0542890238956,4.951661794204285,33.59385212936883,63.59385212936883,-89.99782907027767,-81.93416917950238,8.063659890775298,2.370043,1185.0215,18960.344,18960.344,0.16450886705882353,1105589320.4103856,258024471.64544886,24.4185,0.34185899999999997,171.90624,6.83718,24.5259414,12.246756816000003,240.276477216
1207,OneWeb,1274.2097138768302,708333.3333333334,177.16149360159278,18.635400842946602,33.18593682033021,63.18593682033021,-89.99782907027767,-102.56852617947044,-12.570697109192764,1.647211,411.80275,6588.844,6588.844,0.009301897411764706,1486689232.4587772,162458884.64961678,0.00736,0.005152,1.85472,0.10304,0.0089792,0.134222848,2.113474048
1208,Kuiper,631.7301404064954,157601.97775030902,173.42009728658115,16.79057045447885,39.94272932454333,69.94272932454334,-89.99782907027767,-91.52693165019177,-1.5291025799140954,1.647211,411.80275,6588.844,6588.844,0.04180686114509804,1284876653.5258586,631045575.0370898,158.41,65.17643,54.36,86.7286,158.980878,6.313124,529.969032
1209,Starlink,572.9968238686816,115254.2372881356,170.2197196633278,13.498520015783233,39.56834501363528,69.56834501363528,-89.99782907027767,-82.65716458266598,7.34066448761169,2.10485,1052.425,16838.8,16838.8,0.14610135294117646,919609800.765316,241660532.12737983,24.4185,0.34185899999999997,171.90624,6.83718,24.5259414,12.246756816000003,240.276477216
1210,OneWeb,1270.7194685962932,708333.3333333334,177.1376690452442,11.321386587034024,39.91963292772101,69.91963292772101,-89.99782907027767,-91.37987876106874,-1.3820496907910638,1.647211,411.80275,6588.844,6588.844,0.009301897411764706,1497200442.128843,163607503.58223188,0.00736,0.005152,1.85472,0.10304,0.0089792,0.134222848,2.113474048
1211,Kuiper,637.2270428057951,157601.97775030902,173.49534929167186,16.411209065545258,43.91659567360007,73.91659567360007,-89.99782907027767,-81.51928077336419,8.478548296913488,2.524739,631.18475,10098.956,10098.956,0.0640788659137255,1236180628.397601,396108321.8398651,158.41,65.17643,54.36,86.7286,158.980878,6.313124,529.969032
1212,Starlink,562.6259432266663,115254.2372881356,170.06107045049515,13.668362478098034,33.044249855106536,63.044249855106536,-89.99782907027767,-87.81298373487382,2.1848453354038497,1.647211,823.6055,13177.688,13177.688,0.11433582235294117,998140032.7541833,335170300.35445225,24.4185,0.34185899999999997,171.90624,6.83718,24.5259414,12.246756816000003,240.276477216
1213,OneWeb,1268.9737580535207,708333.3333333334,177.12572819243297,13.72331299857756,35.35380116934753,65.35380116934752,-89.99782907027767,-99.35423789419256,-9.35640882391489,1.647211,411.80275,6588.844,6588.844,0.009301897411764706,1514878347.4857476,165539267.61503813,0.00736,0.005152,1.85472,0.10304,0.0089792,0.134222848,2.113474048
1214,Kuiper,633.141878960857,157601.97775030902,173.43948614182978,18.290035424344016,43.30619378710442,73.30619378710442,-89.99782907027767,-80.86837593705162,9.12945313322605,2.524739,631.18475,10098.956,10098.956,0.0640788659137255,1123739771.0982988,360078992.2516837,158.41,65.17643,54.36,86.7286,158.980878,6.313124,529.969032
1215,Starlink,578.4902142531513,115254.2372881356,170.30259570637133,12.512938303625734,34.28020437836892,64.28020437836892,-89.99782907027767,-92.78517158266506,-2.787342512387383,1.647211,823.6055,13177.688,13177.688,0.11433582235294117,984861211.7461967,330711340.40940416,24.4185,0.34185899999999997,171.90624,6.83718,24.5259414,12.246756816000003,240.276477216
1216,OneWeb,1266.7325478383523,708333.3333333334,177.1103739618406,16.487763758894825,37.3660927631554,67.3660927631554,-89.99782907027767,-88.63651031237386,1.3613187579038168,1.647211,411.80275,6588.844,6588.844,0.009301897411764706,1528042045.5553863,166977738.85675213,0.00736,0.005152,1.85472,0.10304,0.0089792,0.134222848,2.113474048
1217,Kuiper,642.5201621194656,157601.97775030902,173.5672005325885,20.218235630180647,44.47167432539913,74.47167432539914,-89.99782907027767,-84.10244286887412,5.895386201403554,1.647211,411.80275,6588.844,6588.844,0.04180686114509804,1107409594.4789755,543885611.4568754,158.41,65.17643,54.36,86.7286,158.980878,6.313124,529.969032
1218,Starlink,562.0149345848449,115254.2372881356,170.05163249700112,14.138820368787265,35.80280063588432,65.80280063588432,-89.99782907027767,-83.6629287755762,6.33490029470147,1.972253,986.1265,15778.024,15778.024,0.1368975611764706,1151036403.8144064,322812038.2424788,24.4185,0.34185899999999997,171.90624,6.83718,24.5259414,12.246756816000003,240.276477216
1219,OneWeb,1273.4953343413965,708333.3333333334,177.15662253385852,15.79937800659046,31.231185365208155,61.231185365208155,-89.99782907027767,-101.30414753658481,-11.306318466307133,1.647211,411.80275,6588.844,6588.844,0.009301897411764706,1694981811.989132,185220185.00243366,0.00736,0.005152,1.85472,0.10304,0.0089792,0.134222848,2.113474048
1220,Kuiper,636.495643191284,157601.97775030902,173.48537403238117,21.139277196074655,43.80390017524465,73.80390017524465,-89.99782907027767,-89.59675504649002,0.40107402378765755,1.647211,411.80275,6588.844,6588.844,0.04180686114509804,1117543988.5950098,548862948.8106642,158.41,65.17643,54.36,86.7286,158.980878,6.313124,529.969032
1221,Starlink,571.7714417527823,115254.2372881356,170.20112456738923,7.951949413140921,35.29469958536481,65.29469958536481,-89.99782907027767,-78.04395241305735,11.95387665722032,2.856231,1428.1155,22849.848,22849.848,0.19825603411764706,1034513926.3748927,200339368.74367392,24.4185,0.34185899999999997,171.90624,6.83718,24.5259414,12.246756816000003,240.276477216
1222,OneWeb,1267.821643223297,708333.3333333334,177.11783859825982,15.618570440939807,31.87697607755294,61.87697607755294,-89.99782907027767,-94.10079909474473,-4.102970024467055,1.647211,411.80275,6588.844,6588.844,0.009301897411764706,1512136316.0465686,165239630.43494874,0.00736,0.005152,1.85472,0.10304,0.0089792,0.134222848,2.113474048
1223,Kuiper,638.812637748736,157601.97775030902,173.51693531287805,15.673524313065396,45.34756702615974,75.34756702615974,-89.99782907027767,-81.83840312461993,8.159425945657745,2.370043,592.51075,9480.172,9480.172,0.06015262076862746,1197764383.6991467,408849707.12033904,158.41,65.17643,54.36,86.7286,158.980878,6.313124,529.969032
1224,Starlink,563.6860199026934,115254.2372881356,170.0774206484377,16.423334880953533,32.16808211928714,62.16808211928714,-89.99782907027767,-95.57586504413075,-5.578035973853076,1.647211,823.6055,13177.688,13177.688,0.11433582235294117,1030401384.5779008,346003496.72546583,24.4185,0.34185899999999997,171.90624,6.83718,24.5259414,12.246756816000003,240.276477216
1225,OneWeb,1270.0581140133029,708333.3333333334,177.13314723818883,10.082989887382867,38.09429143428648,68.09429143428648,-89.99782907027767,-87.1140966230716,2.8837324472060715,1.647211,411.80275,6588.844,6588.844,0.009301897411764706,1473522436.829475,161020074.92015624,0.00736,0.005152,1.85472,0.10304,0.0089792,0.134222848,2.113474048
1226,Kuiper,630.0119032792926,157601.97775030902,173.39644042679572,19.13873455788191,39.41667435990398,69.41667435990398,-89.99782907027767,-92.60671329467954,-2.608884224401862,1.647211,411.80275,6588.844,6588.844,0.04180686114509804,1337465510.6345706,656873708.4097712,158.41,65.17643,54.36,86.7286,158.980878,6.313124,529.969032
1227,Starlink,572.1004900834915,115254.2372881356,170.2061217659126,9.712733529379985,36.109078347962345,66.10907834796234,-89.99782907027767,-84.3483276142733,5.649501456004373,1.647211,823.6055,13177.688,13177.688,0.11433582235294117,977523777.5641066,328247467.66816545,24.4185,0.34185899999999997,171.90624,6.83718,24.5259414,12.246756816000003,240.276477216
1228,OneWeb,1263.0160609867908,708333.3333333334,177.08485283465637,20.135932592168306,34.913612749839196,64.91361274983919,-89.99782907027767,-95.76174086571575,-5.7639117954380765,1.647211,411.80275,6588.844,6588.844,0.009301897411764706,1383791140.389319,151214632.04779315,0.00736,0.005152,1.85472,0.10304,0.0089792,0.134222848,2.113474048
1229,Kuiper,639.0477413609283,157601.97775030902,173.52013141170568,17.509249845675917,38.693565119863244,68.69356511986325,-89.99782907027767,-92.92105594273809,-2.9232268724604182,1.647211,411.80275,6588.844,6588.844,0.04180686114509804,1210106958.2284825,594323695.7541215,158.41,65.17643,54.36,86.7286,158.980878,6.313124,529.969032
1230,Starlink,570.792934718878,115254.2372881356,170.18624714529943,13.616899130611863,31.77500056919111,61.77500056919111,-89.99782907027767,-92.42672569241242,-2.4288966221347437,1.647211,823.6055,13177.688,13177.688,0.11433582235294117,1059459870.6065019,355761187.2001956,24.4185,0.34185899999999997,171.90624,6.83718,24.5259414,12.246756816000003,240.276477216
1231,OneWeb,1266.311369471079,708333.3333333334,177.1074854933238,9.516858347057708,39.11320169832731,69.11320169832732,-89.99782907027767,-84.08255896188444,5.91527010839323,1.647211,411.80275,6588.844,6588.844,0.009301897411764706,1399271963.259059,152906308.53401938,0.00736,0.005152,1.85472,0.10304,0.0089792,0.134222848,2.113474048
1232,Kuiper,638.4696987163481,157601.97775030902,173.51227114324396,15.352819304785397,39.75981373585771,69.7598137358577,-89.99782907027767,-93.8508249464163,-3.852995876138621,1.647211,411.80275,6588.844,6588.844,0.04180686114509804,1243676169.6463847,610810649.7855619,158.41,65.17643,54.36,86.7286,158.980878,6.313124,529.969032
1233,Starlink,575.3765642321576,115254.2372881356,170.25571874175733,11.525518924424928,29.95384416999056,59.95384416999056,-89.99782907027767,-102.13047686557135,-12.132647795293678,1.647211,823.6055,13177.688,13177.688,0.11433582235294117,1117838153.2816782,375364314.91407496,24.4185,0.34185899999999997,171.90624,6.83718,24.5259414,12.246756816000003,240.276477216
1234,OneWeb,1270.195868870458,708333.3333333334,177.13408928847548,15.37757352201595,37.83951615201269,67.83951615201269,-89.99782907027767,-92.80658035086933,-2.8087512805916504,1.647211,411.80275,6588.844,6588.844,0.009301897411764706,1454213229.2851043,158910049.33267125,0.00736,0.005152,1.85472,0.10304,0.0089792,0.134222848,2.113474048
1235,Kuiper,624.5454216143313,157601.97775030902,173.3207459072995,13.05350471072185,42.939001198574836,72.93900119857483,-89.99782907027767,-77.45019317440622,12.547635895871451,3.510192,877.548,14040.768,14040.768,0.08909004950588235,1233667545.994925,284325485.53181547,158.41,65.17643,54.36,86.7286,158.980878,6.313124,529.969032
1236,Starlink,576.8617331533142,115254.2372881356,170.27810997871927,9.821385835652286,25.74781850478702,55.74781850478702,-89.99782907027767,-88.29073995466064,1.7070891156170376,1.647211,823.6055,13177.688,13177.688,0.11433582235294117,1087372601.4483943,365134138.96346194,24.4185,0.34185899999999997,171.90624,6.83718,24.5259414,12.246756816000003,240.276477216
1237,OneWeb,1261.1081834071283,708333.3333333334,177.07172224718562,13.618529410008575,37.85510537463753,67.85510537463753,-89.99782907027767,-105.15705241795716,-15.159223347679486,1.647211,411.80275,6588.844,6588.844,0.009301897411764706,1552713659.5918806,169673744.72762656,0.00736,0.005152,1.85472,0.10304,0.0089792,0.134222848,2.113474048
1238,Kuiper,641.0860573812322,157601.97775030902,173.54779196248631,15.821113096868602,42.00788083489127,72.00788083489127,-89.99782907027767,-88.27599470278875,1.721834367488924,1.647211,411.80275,6588.844,6588.844,0.04180686114509804,1137193030.7582576,558513245.6518505,158.41,65.17643,54.36,86.7286,158.980878,6.313124,529.969032
1239,Starlink,573.9782706616329,115254.2372881356,170.2345843987689,12.368114912346512,36.566158314059905,66.5661583140599,-89.99782907027767,-81.78066390388888,8.217165166388796,2.370043,1185.0215,18960.344,18960.344,0.16450886705882353,1001988830.5845042,233845998.53971165,24.4185,0.34185899999999997,171.90624,6.83718,24.5259414,12.246756816000003,240.276477216
1240,OneWeb,1272.8206505035498,708333.3333333334,177.1520196255272,15.148943952641163,31.98816460969869,61.988164609698686,-89.99782907027767,-101.57447163376035,-11.576642563482679,1.647211,411.80275,6588.844,6588.844,0.009301897411764706,1525050815.512238,166650870.34520948,0.00736,0.005152,1.85472,0.10304,0.0089792,0.134222848,2.113474048
1241,Kuiper,639.4387431412281,157601.97775030902,173.5254442538307,16.734448784532542,42.89434844073129,72.89434844073129,-89.99782907027767,-89.01605225575307,0.9817768145246077,1.647211,411.80275,6588.844,6588.844,0.04180686114509804,1350800635.2725656,663423030.7686784,158.41,65.17643,54.36,86.7286,158.980878,6.313124,529.969032
1242,Starlink,573.654165414598,115254.2372881356,170.22967839838788,8.89112014249198,29.54971208394666,59.54971208394666,-89.99782907027767,-85.27336750615467,4.724461564123004,1.647211,823.6055,13177.688,13177.688,0.11433582235294117,1072097957.7114902,360004991.988985,24.4185,0.34185899999999997,171.90624,6.83718,24.5259414,12.246756816000003,240.276477216
1243,OneWeb,1268.8711353417712,708333.3333333334,177.12502573052626,19.819757916334552,35.66196999607806,65.66196999607806,-89.99782907027767,-99.90607223804966,-9.908243167771985,1.647211,411.80275,6588.844,6588.844,0.009301897411764706,1552911851.6489117,169695402.28714117,0.00736,0.005152,1.85472,0.10304,0.0089792,0.134222848,2.113474048
1244,Kuiper,633.0799766582145,157601.97775030902,173.4386368808177,14.63586062484478,41.387623276968846,71.38762327696884,-89.99782907027767,-82.57750780050378,7.420321269773893,2.10485,526.2125,8419.4,8419.4,0.05342191843137255,1181001340.5911324,453918371.636091,158.41,65.17643,54.36,86.7286,158.980878,6.313124,529.969032
1245,Starlink,571.3341274415767,115254.2372881356,170.19447870001602,14.272402517755483,35.75704511748822,65.75704511748822,-89.99782907027767,-90.90800786294979,-0.910178792672113,1.647211,823.6055,13177.688,13177.688,0.11433582235294117,1006145266.5855275,337858416.79063576,24.4185,0.34185899999999997,171.90624,6.83718,24.5259414,12.246756816000003,240.276477216
1246,OneWeb,1272.4180551215964,708333.3333333334,177.14927182884628,18.575197639725744,35.79731505540658,65.79731505540659,-89.99782907027767,-107.80177503835417,-17.80394596807649,1.647211,411.80275,6588.844,6588.844,0.009301897411764706,1592930779.728571,174068495.3847095,0.00736,0.005152,1.85472,0.10304,0.0089792,0.134222848,2.113474048
1247,Kuiper,631.4256505011325,157601.97775030902,173.41590973373985,17.191399698267933,40.51910237692706,70.51910237692707,-89.99782907027767,-87.78995787901931,2.207871191258363,1.647211,411.80275,6588.844,6588.844,0.04180686114509804,1292578382.289898,634828149.6860617,158.41,65.17643,54.36,86.7286,158.980878,6.313124,529.969032
1248,Starlink,576.4300181062763,115254.2372881356,170.2716071498955,13.51535826174626,38.92077335313583,68.92077335313583,-89.99782907027767,-84.36598491391625,5.631844156361424,1.647211,823.6055,13177.688,13177.688,0.11433582235294117,1076997440.0172606,361650213.0021881,24.4185,0.34185899999999997,171.90624,6.83718,24.5259414,12.246756816000003,240.276477216
1249,OneWeb,1263.1833731722945,708333.3333333334,177.08600338142716,16.252960456758803,37.76854926709812,67.76854926709812,-89.99782907027767,-91.99822036058539,-2.000391290307718,1.647211,411.80275,6588.844,6588.844,0.009301897411764706,1399062362.952043,152883404.33093742,0.00736,0.005152,1.85472,0.10304,0.0089792,0.134222848,2.113474048
