,constellation,losses,path_loss,antenna_gain,earth_atmospheric_losses,distance,satellite_coverage_area_km,eirp,noise,received_power,cnr,spectral_efficiency,channel_capacity,aggregate_capacity,sat_capacity
271,OneWeb,11.035371351972957,177.1392324938223,39.97341483736845,10.505371351972958,1271.645915077516,708333.3333333334,69.97341483736845,-89.99782907027767,-85.04418492589527,4.953644144382409,1.647211,411.80275,6588.844,6588.844
272,Kuiper,15.800359186325302,173.4975280535375,44.515537439232205,15.270359186325303,641.4451277013894,157407.40740740742,74.5155374392322,-89.99782907027767,-79.26486861466694,10.732960455610737,2.856231,714.05775,11424.924,11424.924
273,Starlink,10.753795867621058,170.26695589465868,39.554476691172226,10.223795867621059,572.5361290325869,101190.47619047618,69.55447669117223,-89.99782907027767,-71.77307335302362,18.224755717254055,4.936639,2468.3195,39493.112,39493.112
274,OneWeb,6.054174822731198,177.1907906480676,37.52503381949224,5.524174822731197,1271.645915077516,708333.3333333334,67.52503381949225,-89.99782907027767,-83.13464242538682,6.86318664489086,2.10485,526.2125,8419.4,8419.4
275,Kuiper,9.62141539050082,173.53034389207835,44.67169525897599,9.09141539050082,641.4451277013894,157407.40740740742,74.67169525897599,-89.99782907027767,-71.66149577138411,18.336333298893564,4.936639,1234.15975,19746.556,19746.556
276,Starlink,11.924916158203326,170.13051332534639,38.793105213161205,11.394916158203326,572.5361290325869,101190.47619047618,68.7931052131612,-89.99782907027767,-80.21356062916277,9.784268441114904,2.745734,1372.867,21965.872,21965.872
277,OneWeb,7.801941507228094,177.19076336418624,36.92309510025574,7.271941507228094,1271.645915077516,708333.3333333334,66.92309510025575,-89.99782907027767,-76.82855798180597,13.169271088471703,3.620536,905.134,14482.144,14482.144
278,Kuiper,13.458691182204097,173.617120814766,40.37408132816174,12.928691182204098,641.4451277013894,157407.40740740742,70.37408132816174,-89.99782907027767,-85.13714817897697,4.860680891300703,1.647211,411.80275,6588.844,6588.844
279,Starlink,12.48948793304921,170.13886850178193,36.82663749208375,11.95948793304921,572.5361290325869,101190.47619047618,66.82663749208375,-89.99782907027767,-81.02471622240701,8.973112847870667,2.524739,1262.3695,20197.912,20197.912
280,OneWeb,12.28593045219583,177.13614883555198,38.10568443648418,11.75593045219583,1271.645915077516,708333.3333333334,68.10568443648418,-89.99782907027767,-82.37076841958638,7.627060650691291,2.193247,548.31175,8772.988,8772.988
281,Kuiper,8.917663019835054,173.61142002397918,43.36101982148266,8.387663019835054,641.4451277013894,157407.40740740742,73.36101982148266,-89.99782907027767,-65.62872429088361,24.369104779394064,5.768987,1442.24675,23075.948,23075.948
282,Starlink,7.841895099050159,170.20038735409122,40.7151678718472,7.311895099050159,572.5361290325869,101190.47619047618,70.7151678718472,-89.99782907027767,-67.28666379513007,22.711165275147607,5.768987,2884.4935,46151.896,46151.896
283,OneWeb,13.85980317383262,177.12367155301183,38.13083471982209,13.329803173832621,1271.645915077516,708333.3333333334,68.13083471982209,-89.99782907027767,-89.66019436010394,0.3376347101737309,1.647211,411.80275,6588.844,6588.844
284,Kuiper,11.995390252033857,173.5721374561084,41.95803646352136,11.465390252033858,641.4451277013894,157407.40740740742,71.95803646352135,-89.99782907027767,-85.6060107605819,4.391818309695779,1.647211,411.80275,6588.844,6588.844
285,Starlink,14.012266440825957,170.19626429451552,39.403456445111644,13.482266440825958,572.5361290325869,101190.47619047618,69.40345644511164,-89.99782907027767,-80.58369935105947,9.41412971921821,2.635236,1317.618,21081.888,21081.888
286,OneWeb,6.1954959931934495,177.18727168389222,39.433392059409314,5.665495993193449,1271.645915077516,708333.3333333334,69.43339205940931,-89.99782907027767,-72.40977362580688,17.588055444470797,4.735354,1183.8385,18941.416,18941.416
287,Kuiper,10.77591908026751,173.56874782692284,42.49184737414957,10.24591908026751,641.4451277013894,157407.40740740742,72.49184737414957,-89.99782907027767,-66.96047491349451,23.037354156783167,5.768987,1442.24675,23075.948,23075.948
288,Starlink,14.291174499265368,170.323584203132,38.90719088595445,13.761174499265369,572.5361290325869,101190.47619047618,68.90719088595445,-89.99782907027767,-69.80450651000662,20.193322560271056,5.768987,2884.4935,46151.896,46151.896
289,OneWeb,13.981435551085506,177.12115727282588,41.1724809052356,13.451435551085506,1271.645915077516,708333.3333333334,71.1724809052356,-89.99782907027767,-87.6367657252286,2.3610633450490752,1.647211,411.80275,6588.844,6588.844
290,Kuiper,16.901663598461298,173.62760674832845,42.08581919214786,16.371663598461296,641.4451277013894,157407.40740740742,72.08581919214785,-89.99782907027767,-72.76455566505614,17.23327340522154,4.735354,1183.8385,18941.416,18941.416
291,Starlink,13.528471265425608,170.1031782671207,40.64358073908067,12.998471265425609,572.5361290325869,101190.47619047618,70.64358073908068,-89.99782907027767,-85.32202310746582,4.67580596281185,1.647211,823.6055,13177.688,13177.688
292,OneWeb,16.109632138914012,177.08591467879887,37.373538861037844,15.579632138914011,1271.645915077516,708333.3333333334,67.37353886103784,-89.99782907027767,-78.61858442557033,11.379244644707342,2.856231,714.05775,11424.924,11424.924
293,Kuiper,18.107379301096646,173.5085688951661,43.23163235605152,17.577379301096645,641.4451277013894,157407.40740740742,73.23163235605152,-89.99782907027767,-76.8191248984821,13.178704171795573,3.620536,905.134,14482.144,14482.144
294,Starlink,4.367914073610691,170.123041303432,38.38046779054265,3.8379140736106905,572.5361290325869,101190.47619047618,68.38046779054265,-89.99782907027767,-66.74473039709294,23.253098673184738,5.768987,2884.4935,46151.896,46151.896
295,OneWeb,15.768895591588944,177.11619134107474,41.46311761030769,15.238895591588944,1271.645915077516,708333.3333333334,71.46311761030769,-89.99782907027767,-80.20260799825338,9.79522107202429,2.745734,686.4335,10982.936,10982.936
296,Kuiper,11.02136825603485,173.6459110471033,41.6309502627572,10.49136825603485,641.4451277013894,157407.40740740742,71.63095026275721,-89.99782907027767,-72.52306497755994,17.474764092717734,4.735354,1183.8385,18941.416,18941.416
297,Starlink,18.108667236602194,170.13951410788377,38.16173351233318,17.578667236602193,572.5361290325869,101190.47619047618,68.16173351233317,-89.99782907027767,-78.28421099955318,11.713618070724493,2.856231,1428.1155,22849.848,22849.848
298,OneWeb,13.32622839442707,177.1916217893057,41.35028022703628,12.79622839442707,1271.645915077516,708333.3333333334,71.35028022703628,-89.99782907027767,-86.89949922035382,3.098329849923857,1.647211,411.80275,6588.844,6588.844
299,Kuiper,13.534939101525808,173.5165359967201,41.30076448646916,13.004939101525808,641.4451277013894,157407.40740740742,71.30076448646916,-89.99782907027767,-94.2786665892002,-4.2808375189225245,1.647211,411.80275,6588.844,6588.844
300,Starlink,12.515769686140102,170.3022534151844,35.73959904602094,11.985769686140102,572.5361290325869,101190.47619047618,65.73959904602094,-89.99782907027767,-79.46222872527822,10.535600344999452,2.745734,1372.867,21965.872,21965.872
301,OneWeb,17.027403111050088,177.11999509685404,37.80711837163217,16.497403111050087,1271.645915077516,708333.3333333334,67.80711837163217,-89.99782907027767,-90.56562289123107,-0.5677938209533977,1.647211,411.80275,6588.844,6588.844
302,Kuiper,17.557652112330217,173.62155671802503,41.505026818667694,17.027652112330216,641.4451277013894,157407.40740740742,71.50502681866769,-89.99782907027767,-76.66943818532813,13.328390884949542,3.620536,905.134,14482.144,14482.144
303,Starlink,13.075277363043556,170.1923559727412,36.47637539349159,12.545277363043557,572.5361290325869,101190.47619047618,66.4763753934916,-89.99782907027767,-85.73926009357545,4.258568976702222,1.647211,823.6055,13177.688,13177.688
304,OneWeb,8.003043287321354,177.08738024607874,39.232629612860194,7.473043287321354,1271.645915077516,708333.3333333334,69.2326296128602,-89.99782907027767,-77.4582897880893,12.539539282188372,3.510192,877.548,14040.768,14040.768
305,Kuiper,12.379472954462551,173.49997261832675,42.37230468365371,11.849472954462552,641.4451277013894,157407.40740740742,72.37230468365371,-89.99782907027767,-73.86803632011876,16.129792750158913,4.603122,1150.7805,18412.488,18412.488
306,Starlink,9.215964130384206,170.14259249553118,34.992855448338446,8.685964130384207,572.5361290325869,101190.47619047618,64.99285544833845,-89.99782907027767,-79.08444839966272,10.913380670614956,2.856231,1428.1155,22849.848,22849.848
307,OneWeb,14.297607303729258,177.2164100964016,36.26581117487124,13.767607303729259,1271.645915077516,708333.3333333334,66.26581117487123,-89.99782907027767,-95.26323605339883,-5.265406983121153,1.647211,411.80275,6588.844,6588.844
308,Kuiper,19.396270170654816,173.55975939986115,40.83206879528205,18.866270170654815,641.4451277013894,157407.40740740742,70.83206879528205,-89.99782907027767,-87.30802675631261,2.6898023139650604,1.647211,411.80275,6588.844,6588.844
309,Starlink,12.08925007724519,170.30743441907987,35.73349638657334,11.55925007724519,572.5361290325869,101190.47619047618,65.73349638657334,-89.99782907027767,-85.57655229579444,4.421276774483232,1.647211,823.6055,13177.688,13177.688
310,OneWeb,18.787942149587174,177.1401526488891,38.789069970163105,18.257942149587173,1271.645915077516,708333.3333333334,68.7890699701631,-89.99782907027767,-92.18288712667018,-2.1850580563925064,1.647211,411.80275,6588.844,6588.844
311,Kuiper,9.607446248364704,173.60591998598466,42.95283624864123,9.077446248364705,641.4451277013894,157407.40740740742,72.95283624864123,-89.99782907027767,-62.58394730912149,27.413881761156183,5.768987,1442.24675,23075.948,23075.948
312,Starlink,17.290081826580803,170.19408452606405,38.773144846757276,16.7600818265808,572.5361290325869,101190.47619047618,68.77314484675728,-89.99782907027767,-75.8369773463508,14.160851723926868,3.841226,1920.613,30729.808,30729.807999999997
313,OneWeb,13.300106736259593,177.12634297328947,38.59166320971572,12.770106736259594,1271.645915077516,708333.3333333334,68.59166320971572,-89.99782907027767,-80.41046895987272,9.587360110404958,2.635236,658.809,10540.944,10540.944
314,Kuiper,14.716931993678513,173.44377756100573,44.557764184782684,14.186931993678513,641.4451277013894,157407.40740740742,74.55776418478268,-89.99782907027767,-67.50113729293693,22.496691777340743,5.768987,1442.24675,23075.948,23075.948
315,Starlink,11.09148539822382,170.2624783424206,38.06076906699431,10.561485398223821,572.5361290325869,101190.47619047618,68.06076906699431,-89.99782907027767,-66.12396566106514,23.873863409212532,5.768987,2884.4935,46151.896,46151.896
316,OneWeb,13.075763530847228,177.12548618888698,39.28782269216222,12.545763530847228,1271.645915077516,708333.3333333334,69.28782269216222,-89.99782907027767,-85.18483532731585,4.812993742961822,1.647211,411.80275,6588.844,6588.844
317,Kuiper,9.437944896044623,173.50529700808204,43.22819697902781,8.907944896044624,641.4451277013894,157407.40740740742,73.22819697902781,-89.99782907027767,-81.46985649484856,8.527972575429118,2.524739,631.18475,10098.956,10098.956
318,Starlink,12.315370784536062,170.21652376162012,36.71931181818866,11.785370784536063,572.5361290325869,101190.47619047618,66.71931181818866,-89.99782907027767,-80.58085816438869,9.416970905888988,2.635236,1317.618,21081.888,21081.888
319,OneWeb,16.86508318089966,177.14776143520868,39.5296714097777,16.33508318089966,1271.645915077516,708333.3333333334,69.5296714097777,-89.99782907027767,-96.24560637942099,-6.247777309143316,1.647211,411.80275,6588.844,6588.844
320,Kuiper,13.120005207344898,173.5917170235176,43.39517831914701,12.590005207344898,641.4451277013894,157407.40740740742,73.395178319147,-89.99782907027767,-69.06128316162714,20.93654590865053,5.768987,1442.24675,23075.948,23075.948
321,Starlink,9.868077781901484,170.37116624485265,37.74833236659936,9.338077781901484,572.5361290325869,101190.47619047618,67.74833236659936,-89.99782907027767,-75.26360295985356,14.734226110424117,3.841226,1920.613,30729.808,30729.807999999997
322,OneWeb,11.1675532300892,177.1586287117879,36.76871471086755,10.637553230089202,1271.645915077516,708333.3333333334,66.76871471086756,-89.99782907027767,-83.29396496603536,6.703864104242314,1.972253,493.06325,7889.012,7889.012
323,Kuiper,9.461833355211875,173.58224372296166,44.43247480640072,8.931833355211875,641.4451277013894,157407.40740740742,74.43247480640072,-89.99782907027767,-70.14341097516329,19.854418095114383,5.768987,1442.24675,23075.948,23075.948
324,Starlink,9.243541811339588,170.4034723400922,39.90609696959034,8.713541811339589,572.5361290325869,101190.47619047618,69.90609696959034,-89.99782907027767,-81.94720717853592,8.050621891741756,2.370043,1185.0215,18960.344,18960.344
325,OneWeb,7.149737712212355,177.10848244193565,33.82407397441223,6.619737712212355,1271.645915077516,708333.3333333334,63.82407397441223,-89.99782907027767,-90.22078009697904,-0.22295102670136657,1.647211,411.80275,6588.844,6588.844
326,Kuiper,9.734062962238426,173.51200778038975,41.55287142342053,9.204062962238426,641.4451277013894,157407.40740740742,71.55287142342053,-89.99782907027767,-77.9530833234899,12.044745746787768,3.291954,822.9885,13167.816,13167.816
327,Starlink,10.503356569046781,170.38374272324506,37.497329341798384,9.973356569046782,572.5361290325869,101190.47619047618,67.49732934179838,-89.99782907027767,-79.49979084959094,10.498038220686738,2.745734,1372.867,21965.872,21965.872
328,OneWeb,12.516324552063235,177.21197843288223,39.10568336938579,11.986324552063236,1271.645915077516,708333.3333333334,69.10568336938579,-89.99782907027767,-78.43474281842416,11.56308625185352,2.856231,714.05775,11424.924,11424.924
329,Kuiper,10.138154455306298,173.55537607070812,41.633004472565446,9.608154455306298,641.4451277013894,157407.40740740742,71.63300447256545,-89.99782907027767,-70.05633621827339,19.941492852004288,5.768987,1442.24675,23075.948,23075.948
330,Starlink,4.246734881055969,169.96799623826638,37.06467001256365,3.7167348810559684,572.5361290325869,101190.47619047618,67.06467001256365,-89.99782907027767,-69.04386398270398,20.953965087573692,5.768987,2884.4935,46151.896,46151.896
331,OneWeb,10.545700710384004,177.18062192875584,36.44981933706716,10.015700710384005,1271.645915077516,708333.3333333334,66.44981933706717,-89.99782907027767,-83.23118998049796,6.766639089779716,1.972253,493.06325,7889.012,7889.012
332,Kuiper,7.0242827792701545,173.50789820879203,42.0344236502704,6.494282779270154,641.4451277013894,157407.40740740742,72.0344236502704,-89.99782907027767,-71.54593454400894,18.45189452626873,4.936639,1234.15975,19746.556,19746.556
333,Starlink,8.046044515195817,170.205516451576,38.53456910338166,7.5160445151958175,572.5361290325869,101190.47619047618,68.53456910338167,-89.99782907027767,-75.44972323184821,14.548105838429464,3.841226,1920.613,30729.808,30729.807999999997
334,OneWeb,12.09058027857919,177.13466664927313,36.01094037428766,11.56058027857919,1271.645915077516,708333.3333333334,66.01094037428766,-89.99782907027767,-79.7206759202891,10.277153149988578,2.745734,686.4335,10982.936,10982.936
335,Kuiper,15.472465518839305,173.46635503000925,43.16781412672671,14.942465518839306,641.4451277013894,157407.40740740742,73.16781412672671,-89.99782907027767,-78.3915163215076,11.60631274877008,2.856231,714.05775,11424.924,11424.924
336,Starlink,14.91491462613662,170.22066115956278,39.409825284588976,14.38491462613662,572.5361290325869,101190.47619047618,69.40982528458898,-89.99782907027767,-84.32090513411596,5.676923936161714,1.647211,823.6055,13177.688,13177.688
337,OneWeb,14.460657882164709,177.15088657971083,38.93483786601016,13.93065788216471,1271.645915077516,708333.3333333334,68.93483786601016,-89.99782907027767,-73.19270743428713,16.805121635990545,4.735354,1183.8385,18941.416,18941.416
338,Kuiper,9.065231865933866,173.42679005226967,42.81084478775532,8.535231865933866,641.4451277013894,157407.40740740742,72.81084478775531,-89.99782907027767,-72.76491168408525,17.232917386192426,4.735354,1183.8385,18941.416,18941.416
339,Starlink,13.260127855339517,170.1638199866045,38.48570690247283,12.730127855339518,572.5361290325869,101190.47619047618,68.48570690247283,-89.99782907027767,-79.8755227713557,10.12230629892197,2.745734,1372.867,21965.872,21965.872
340,OneWeb,13.199855332422267,177.12162056386893,35.22468927055704,12.669855332422268,1271.645915077516,708333.3333333334,65.22468927055704,-89.99782907027767,-85.14757866220779,4.850250408069883,1.647211,411.80275,6588.844,6588.844
341,Kuiper,10.294605124693115,173.61463061488155,43.25347876735754,9.764605124693116,641.4451277013894,157407.40740740742,73.25347876735754,-89.99782907027767,-72.01333192517878,17.9844971450989,4.936639,1234.15975,19746.556,19746.556
342,Starlink,9.274340604838324,170.15283247062007,35.46753924614891,8.744340604838325,572.5361290325869,101190.47619047618,65.4675392461489,-89.99782907027767,-81.85149155463046,8.146337515647218,2.370043,1185.0215,18960.344,18960.344
343,OneWeb,14.257102112826713,177.13980270517044,37.119878029177336,13.727102112826714,1271.645915077516,708333.3333333334,67.11987802917733,-89.99782907027767,-76.53562620492977,13.462202865347905,3.620536,905.134,14482.144,14482.144
344,Kuiper,11.762057415181653,173.52396529722654,43.43452527146462,11.232057415181654,641.4451277013894,157407.40740740742,73.43452527146462,-89.99782907027767,-86.1941352081254,3.8036938621522722,1.647211,411.80275,6588.844,6588.844
345,Starlink,14.424096631041857,170.16086672688192,37.78698822736536,13.894096631041858,572.5361290325869,101190.47619047618,67.78698822736536,-89.99782907027767,-82.80339030899916,7.194438761278519,2.10485,1052.425,16838.8,16838.8
346,OneWeb,15.08579488372698,177.04365775493608,37.17625844475246,14.55579488372698,1271.645915077516,708333.3333333334,67.17625844475246,-89.99782907027767,-83.5477932309549,6.45003583932278,1.972253,493.06325,7889.012,7889.012
347,Kuiper,12.967968410588517,173.53282171460782,42.55927661258043,12.437968410588518,641.4451277013894,157407.40740740742,72.55927661258043,-89.99782907027767,-78.68498871188366,11.312840358394013,2.856231,714.05775,11424.924,11424.924
348,Starlink,16.294715683024503,170.04934088507906,38.298704122691994,15.764715683024502,572.5361290325869,101190.47619047618,68.29870412269199,-89.99782907027767,-86.47017533714798,3.5276537331296964,1.647211,823.6055,13177.688,13177.688
349,OneWeb,16.903788782972992,177.1484794286584,38.71534599662453,16.37378878297299,1271.645915077516,708333.3333333334,68.71534599662454,-89.99782907027767,-93.00307598654659,-3.0052469162689164,1.647211,411.80275,6588.844,6588.844
350,Kuiper,11.663469945305836,173.46709470151245,42.14084953163825,11.133469945305837,641.4451277013894,157407.40740740742,72.14084953163825,-89.99782907027767,-65.51008323212538,24.487745838152293,5.768987,1442.24675,23075.948,23075.948
351,Starlink,12.427537168476901,170.1659538598854,37.64606286013644,11.897537168476902,572.5361290325869,101190.47619047618,67.64606286013644,-89.99782907027767,-68.81357193723024,21.18425713304744,5.768987,2884.4935,46151.896,46151.896
352,OneWeb,9.851932630874332,177.17293038038815,38.111896765540145,9.321932630874333,1271.645915077516,708333.3333333334,68.11189676554014,-89.99782907027767,-76.43452974860777,13.563299321669902,3.620536,905.134,14482.144,14482.144
353,Kuiper,14.273794939545207,173.58200591974537,44.257534984515274,13.743794939545207,641.4451277013894,157407.40740740742,74.25753498451527,-89.99782907027767,-81.9147755022607,8.083053568016979,2.370043,592.51075,9480.172,9480.172
354,Starlink,18.657064463670277,170.10956718756398,38.86969861942572,18.127064463670276,572.5361290325869,101190.47619047618,68.86969861942572,-89.99782907027767,-86.5419900936721,3.455838976605577,1.647211,823.6055,13177.688,13177.688
355,OneWeb,10.274566015386336,177.15379446766195,37.567371163888495,9.744566015386336,1271.645915077516,708333.3333333334,67.5673711638885,-89.99782907027767,-77.42347013253297,12.574358937744705,3.510192,877.548,14040.768,14040.768
356,Kuiper,10.698395018385606,173.4510729590417,41.85574006621004,10.168395018385606,641.4451277013894,157407.40740740742,71.85574006621005,-89.99782907027767,-72.2052655698414,17.792563500436273,4.936639,1234.15975,19746.556,19746.556
357,Starlink,10.826412005638243,170.0982064035657,35.039345983417235,10.296412005638244,572.5361290325869,101190.47619047618,65.03934598341723,-89.99782907027767,-85.69167246088122,4.306156609396453,1.647211,823.6055,13177.688,13177.688
358,OneWeb,11.15266953308789,177.1685270852397,38.7368132561417,10.62266953308789,1271.645915077516,708333.3333333334,68.7368132561417,-89.99782907027767,-82.70319897230165,7.294630097976025,2.10485,526.2125,8419.4,8419.4
359,Kuiper,14.877521333214412,173.64389357753197,43.74438494502523,14.347521333214413,641.4451277013894,157407.40740740742,73.74438494502523,-89.99782907027767,-75.77974935192017,14.218079718357501,3.841226,960.3065,15364.904,15364.903999999999
360,Starlink,7.20283192956855,170.08934795425614,37.48092645940056,6.67283192956855,572.5361290325869,101190.47619047618,67.48092645940056,-89.99782907027767,-72.53419316719159,17.463635903086086,4.735354,2367.677,37882.832,37882.832
361,OneWeb,10.978368457378922,177.11924025462076,39.33863649616109,10.448368457378923,1271.645915077516,708333.3333333334,69.33863649616109,-89.99782907027767,-92.37617303828065,-2.37834396800298,1.647211,411.80275,6588.844,6588.844
362,Kuiper,8.856268024390836,173.57522394387377,41.55687027739717,8.326268024390837,641.4451277013894,157407.40740740742,71.55687027739717,-89.99782907027767,-67.58248353810717,22.415345532170505,5.768987,1442.24675,23075.948,23075.948
363,Starlink,8.208903242363563,170.26641969658377,38.92837585500211,7.678903242363564,572.5361290325869,101190.47619047618,68.92837585500212,-89.99782907027767,-71.71306627541729,18.284762794860384,4.936639,2468.3195,39493.112,39493.112
364,OneWeb,12.701630598687538,177.12109623777727,37.7627981316415,12.171630598687539,1271.645915077516,708333.3333333334,67.7627981316415,-89.99782907027767,-81.85657218933017,8.141256880947509,2.370043,592.51075,9480.172,9480.172
365,Kuiper,11.982195474943113,173.6271427800723,43.79903989621033,11.452195474943114,641.4451277013894,157407.40740740742,73.79903989621033,-89.99782907027767,-66.84380424360725,23.154024826670422,5.768987,1442.24675,23075.948,23075.948
366,Starlink,11.624709631832486,170.25267345716287,38.410285896864636,11.094709631832487,572.5361290325869,101190.47619047618,68.41028589686464,-89.99782907027767,-81.83307256296406,8.164756507313612,2.370043,1185.0215,18960.344,18960.344
367,OneWeb,15.54926869294345,177.12922024788656,36.799022275137865,15.01926869294345,1271.645915077516,708333.3333333334,66.79902227513787,-89.99782907027767,-81.96884546449513,8.028983605782543,2.370043,592.51075,9480.172,9480.172
368,Kuiper,6.6014866608743805,173.5589935501726,42.44409928396006,6.07148666087438,641.4451277013894,157407.40740740742,72.44409928396006,-89.99782907027767,-59.52539384308823,30.472435227189443,5.768987,1442.24675,23075.948,23075.948
369,Starlink,10.63812548294484,170.1987535491256,38.178484143017656,10.10812548294484,572.5361290325869,101190.47619047618,68.17848414301766,-89.99782907027767,-73.9027664370212,16.095062633256475,4.603122,2301.561,36824.976,36824.976
370,OneWeb,17.228000063382474,177.08933045571854,39.10037516484651,16.698000063382473,1271.645915077516,708333.3333333334,69.10037516484651,-89.99782907027767,-78.88375295524955,11.114076115028126,2.856231,714.05775,11424.924,11424.924
371,Kuiper,12.016903780222501,173.50903624798565,43.73566018698935,11.486903780222502,641.4451277013894,157407.40740740742,73.73566018698935,-89.99782907027767,-70.83205855496055,19.16577051531712,5.593162,1398.2905,22372.648,22372.648
372,Starlink,12.060823111460728,170.30461574254838,37.200539726380086,11.530823111460728,572.5361290325869,101190.47619047618,67.20053972638009,-89.99782907027767,-79.08945339357354,10.90837567670414,2.856231,1428.1155,22849.848,22849.848
373,OneWeb,17.879666306413704,177.16646168800042,38.804505767924425,17.349666306413702,1271.645915077516,708333.3333333334,68.80450576792443,-89.99782907027767,-99.42627960235998,-9.428450532082309,1.647211,411.80275,6588.844,6588.844
374,Kuiper,14.511770456089051,173.56394731554548,41.161040464793814,13.981770456089052,641.4451277013894,157407.40740740742,71.16104046479381,-89.99782907027767,-90.28177936067299,-0.2839502903953104,1.647211,411.80275,6588.844,6588.844
375,Starlink,14.184158813869361,170.29165024904904,36.4051701047645,13.654158813869362,572.5361290325869,101190.47619047618,66.4051701047645,-89.99782907027767,-74.79841506540662,15.199414004871059,4.206428,2103.214,33651.424,33651.424
376,OneWeb,13.236938976226602,177.11733383371342,39.8940449476047,12.706938976226603,1271.645915077516,708333.3333333334,69.8940449476047,-89.99782907027767,-82.66857810349426,7.32925096678342,2.10485,526.2125,8419.4,8419.4
377,Kuiper,13.40906068552687,173.61851489165525,40.38090679567085,12.87906068552687,641.4451277013894,157407.40740740742,70.38090679567085,-89.99782907027767,-77.86247484021611,12.135354230061566,3.291954,822.9885,13167.816,13167.816
378,Starlink,8.39134388786933,170.20779525100966,38.36083471695904,7.86134388786933,572.5361290325869,101190.47619047618,68.36083471695903,-89.99782907027767,-76.02120574203111,13.97662332824656,3.841226,1920.613,30729.808,30729.807999999997
379,OneWeb,13.531757973956376,177.1532527513806,36.0779607737564,13.001757973956376,1271.645915077516,708333.3333333334,66.0779607737564,-89.99782907027767,-92.23521285136242,-2.237383781084745,1.647211,411.80275,6588.844,6588.844
380,Kuiper,10.734209200524953,173.50962489834512,40.64717904352344,10.204209200524954,641.4451277013894,157407.40740740742,70.64717904352344,-89.99782907027767,-79.1930658947712,10.80476317550648,2.856231,714.05775,11424.924,11424.924
381,Starlink,14.699089322002783,170.16820020804937,37.25894202557133,14.169089322002783,572.5361290325869,101190.47619047618,67.25894202557133,-89.99782907027767,-82.6669879932895,7.330841076988179,2.10485,1052.425,16838.8,16838.8
382,OneWeb,11.19560054353951,177.08620727897608,39.06001836977792,10.66560054353951,1271.645915077516,708333.3333333334,69.06001836977792,-89.99782907027767,-86.13417593618448,3.863653134093198,1.647211,411.80275,6588.844,6588.844
383,Kuiper,13.991786454602442,173.59245172098525,43.945894078462544,13.461786454602443,641.4451277013894,157407.40740740742,73.94589407846254,-89.99782907027767,-76.99995480656706,12.997874263710614,3.510192,877.548,14040.768,14040.768
384,Starlink,14.908714193084034,170.2804476459924,38.21464935746573,14.378714193084035,572.5361290325869,101190.47619047618,68.21464935746573,-89.99782907027767,-79.38986045990943,10.607968610368246,2.745734,1372.867,21965.872,21965.872
385,OneWeb,16.188284733423533,177.14003587955028,37.402167595712406,15.658284733423534,1271.645915077516,708333.3333333334,67.4021675957124,-89.99782907027767,-92.38383845314517,-2.386009382867499,1.647211,411.80275,6588.844,6588.844
386,Kuiper,12.16439041617363,173.59381989275573,42.533579936053805,11.63439041617363,641.4451277013894,157407.40740740742,72.5335799360538,-89.99782907027767,-74.90800375051501,15.089825319762667,4.206428,1051.607,16825.712,16825.712
387,Starlink,16.595404141218516,170.2437300271946,37.76059514990669,16.065404141218515,572.5361290325869,101190.47619047618,67.76059514990669,-89.99782907027767,-70.68219796520032,19.315631105077358,5.593162,2796.581,44745.296,44745.296
388,OneWeb,16.6743507699836,177.1220764703803,40.05557112635042,16.1443507699836,1271.645915077516,708333.3333333334,70.05557112635043,-89.99782907027767,-84.28867366694385,5.709155403333824,1.647211,411.80275,6588.844,6588.844
389,Kuiper,13.565703824321123,173.57341688686438,42.419239863696454,13.035703824321123,641.4451277013894,157407.40740740742,72.41923986369645,-89.99782907027767,-67.68470188446298,22.313127185814693,5.768987,1442.24675,23075.948,23075.948
390,Starlink,11.664037532287903,170.09766779656047,38.19575152126241,11.134037532287904,572.5361290325869,101190.47619047618,68.19575152126241,-89.99782907027767,-79.4580393894707,10.539789680806976,2.745734,1372.867,21965.872,21965.872
391,OneWeb,9.756745185445821,177.13753591491763,38.57588165268571,9.226745185445822,1271.645915077516,708333.3333333334,68.57588165268571,-89.99782907027767,-90.99476853640485,-0.9969394661271735,1.647211,411.80275,6588.844,6588.844
392,Kuiper,15.346117387532784,173.6048824396067,42.83483100823077,14.816117387532785,641.4451277013894,157407.40740740742,72.83483100823076,-89.99782907027767,-72.70913712109203,17.288691949185647,4.735354,1183.8385,18941.416,18941.416
393,Starlink,15.556952919604845,170.21944368553284,37.286034406619954,15.026952919604845,572.5361290325869,101190.47619047618,67.28603440661996,-89.99782907027767,-94.65592098332027,-4.658091913042597,1.647211,823.6055,13177.688,13177.688
394,OneWeb,19.25550685543611,177.10266006152818,37.2417937308748,18.72550685543611,1271.645915077516,708333.3333333334,67.2417937308748,-89.99782907027767,-91.20219563089903,-1.2043665606213523,1.647211,411.80275,6588.844,6588.844
395,Kuiper,11.901185121870265,173.60733988273248,43.409488096708564,11.371185121870266,641.4451277013894,157407.40740740742,73.40948809670857,-89.99782907027767,-73.69271414506669,16.305114925210987,4.603122,1150.7805,18412.488,18412.488
396,Starlink,9.745641268711964,170.09465607243334,37.85812667641754,9.215641268711964,572.5361290325869,101190.47619047618,67.85812667641754,-89.99782907027767,-78.05310659100746,11.944722479270212,2.856231,1428.1155,22849.848,22849.848
